"","X","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","virus","p.adjust.manual","log10.p.adjust","p.adjust.manual.perm2","not_found_in_perm2","Motiff_bound","Pathogen","Taxon.mnemonic","Organism","Family_Viral_Zone"
"164","hsa0451072","hsa04510","Focal adhesion","21/413","203/8661",0.000661478883473043,0.0267426462889816,0.0238729221103053,"256076/5296/10298/57144/5058/5062/5063/3911/673/1287/8515/5894/3791/572/5170/3673/3655/3908/83660/1298/1288",21,"UP000002602",0.0267426462889816,1.57279561981756,NA,"Not Found",TRUE,"Varicella-zoster virus","VZVD","Varicella-zoster virus (strain Dumas) (HHV-3) (Human herpesvirus 3)","Herpesviridae"
"165","hsa0436066","hsa04360","Axon guidance","19/413","182/8661",0.0010574758551534,0.0374082083760516,0.0333939743732653,"5296/1969/2051/3985/10298/57144/5058/5062/5063/8829/10154/5894/6091/10507/5170/23365/57689/9901/10501",19,"UP000002602",0.0374082083760516,1.42703309134809,NA,"Not Found",TRUE,"Varicella-zoster virus","VZVD","Varicella-zoster virus (strain Dumas) (HHV-3) (Human herpesvirus 3)","Herpesviridae"
"166","hsa0491250","hsa04912","GnRH signaling pathway","12/413","93/8661",0.00147203778003738,0.0416586691750578,0.0371883228641022,"109/4215/10746/4214/123745/5894/5598/4216/6416/2767/2776/5609",12,"UP000002602",0.0416586691750578,1.38029460810792,NA,"Not Found",TRUE,"Varicella-zoster virus","VZVD","Varicella-zoster virus (strain Dumas) (HHV-3) (Human herpesvirus 3)","Herpesviridae"
"167","hsa0305017","hsa03050","Proteasome","5/41","46/8661",2.19632809277615e-06,0.000195473200257078,0.000171082398805721,"5700/5702/5705/5706/5704",5,"UP000006624",0.000195473200257078,3.70891277677601,NA,"Not Found",NA,"Human parvovirus B19","PAVHV","Human parvovirus B19 (strain HV) (HPV B19)","Parvoviridae"
"168","hsa0501730","hsa05017","Spinocerebellar ataxia","6/41","143/8661",5.09474487216018e-05,0.00226716146811128,0.00198426905547291,"10939/5700/5702/5705/5706/5704",6,"UP000006624",0.00226716146811128,2.64451754815204,NA,"Not Found",NA,"Human parvovirus B19","PAVHV","Human parvovirus B19 (strain HV) (HPV B19)","Parvoviridae"
"169","hsa0516928","hsa05169","Epstein-Barr virus infection","6/41","202/8661",0.00034002628572369,0.0100874464764695,0.00882875268194845,"5925/5700/5702/5705/5706/5704",6,"UP000006624",0.0100874464764695,1.99621875661045,NA,"Not Found",NA,"Human parvovirus B19","PAVHV","Human parvovirus B19 (strain HV) (HPV B19)","Parvoviridae"
"170","hsa0431029","hsa04310","Wnt signaling pathway","5/41","174/8661",0.00128902332795964,0.0267520209227839,0.0234139508963455,"8607/324/7088/59352/54894",5,"UP000006624",0.0267520209227839,1.57264340457877,NA,"Not Found",TRUE,"Human parvovirus B19","PAVHV","Human parvovirus B19 (strain HV) (HPV B19)","Parvoviridae"
"171","hsa0502239","hsa05022","Pathways of neurodegeneration - multiple diseases","8/41","476/8661",0.0015029225237519,0.0267520209227839,0.0234139508963455,"324/7415/5700/5702/5705/5706/5704/1139",8,"UP000006624",0.0267520209227839,1.57264340457877,NA,"Not Found",TRUE,"Human parvovirus B19","PAVHV","Human parvovirus B19 (strain HV) (HPV B19)","Parvoviridae"
"172","hsa0501039","hsa05010","Alzheimer disease","7/41","384/8661",0.00194118557676953,0.0287942527220813,0.0252013566106921,"324/5700/5702/5705/5706/5704/1139",7,"UP000006624",0.0287942527220813,1.54069418794108,NA,"Not Found",TRUE,"Human parvovirus B19","PAVHV","Human parvovirus B19 (strain HV) (HPV B19)","Parvoviridae"
"173","hsa03050","hsa03050","Proteasome","6/85","46/8661",5.11487117733137e-06,0.000819292924186013,0.000798923032302796,"5700/5702/5705/5706/5701/5704",6,"UP000119554",0.000819292924186013,3.08656079590374,NA,"Not Found",NA,"Aichi virus","AIVA8","Aichi virus (strain Human/A846/88/1989) (AiV) (Aichi virus (strain A846/88))","Picornaviridae"
"174","hsa050171","hsa05017","Spinocerebellar ataxia","9/85","143/8661",1.00526739163928e-05,0.000819292924186013,0.000798923032302796,"10939/5700/5702/5705/5706/5701/2906/5704/9776",9,"UP000119554",0.000819292924186013,3.08656079590374,NA,"Not Found",NA,"Aichi virus","AIVA8","Aichi virus (strain Human/A846/88/1989) (AiV) (Aichi virus (strain A846/88))","Picornaviridae"
"175","hsa05014","hsa05014","Amyotrophic lateral sclerosis","11/85","364/8661",0.000810167723213524,0.0440191129612681,0.0429246758614885,"5700/5702/5705/5706/5701/7415/400916/2906/5704/8021/9776",11,"UP000119554",0.0440191129612681,1.35635871325718,NA,"Not Found",NA,"Aichi virus","AIVA8","Aichi virus (strain Human/A846/88/1989) (AiV) (Aichi virus (strain A846/88))","Picornaviridae"
"176","hsa040688","hsa04068","FoxO signaling pathway","3/11","131/8661",0.000510605778323718,0.0214454426895961,0.00698723696653509,"1387/2033/5896",3,"UP000000670",0.0214454426895961,1.66866498436711,NA,"Not Found",TRUE,"Echovirus 23","HPE2W","Human parechovirus 2 (strain Williamson) (HPeV-2) (Echovirus 23)","Picornaviridae"
"177","hsa043109","hsa04310","Wnt signaling pathway","3/11","174/8661",0.001167808612128,0.0229913204406056,0.00749090640921988,"8549/1387/2033",3,"UP000000670",0.0229913204406056,1.63843608555539,NA,"Not Found",TRUE,"Echovirus 23","HPE2W","Human parechovirus 2 (strain Williamson) (HPeV-2) (Echovirus 23)","Picornaviridae"
"178","hsa0433010","hsa04330","Notch signaling pathway","2/11","62/8661",0.00266033607079327,0.0229913204406056,0.00749090640921988,"1387/2033",2,"UP000000670",0.0229913204406056,1.63843608555539,NA,"Not Found",TRUE,"Echovirus 23","HPE2W","Human parechovirus 2 (strain Williamson) (HPeV-2) (Echovirus 23)","Picornaviridae"
"179","hsa032508","hsa03250","Viral life cycle - HIV-1","2/11","63/8661",0.00274565648119432,0.0229913204406056,0.00749090640921988,"1387/2033",2,"UP000000670",0.0229913204406056,1.63843608555539,NA,"Not Found",TRUE,"Echovirus 23","HPE2W","Human parechovirus 2 (strain Williamson) (HPeV-2) (Echovirus 23)","Picornaviridae"
"180","hsa030835","hsa03083","Polycomb repressive complex","2/11","84/8661",0.00483003340305953,0.025895492930501,0.00843712802246901,"1387/2033",2,"UP000000670",0.025895492930501,1.5867758176077,NA,"Not Found",TRUE,"Echovirus 23","HPE2W","Human parechovirus 2 (strain Williamson) (HPeV-2) (Echovirus 23)","Picornaviridae"
"181","hsa045209","hsa04520","Adherens junction","2/11","93/8661",0.00589053239889397,0.025895492930501,0.00843712802246901,"1387/2033",2,"UP000000670",0.025895492930501,1.5867758176077,NA,"Not Found",TRUE,"Echovirus 23","HPE2W","Human parechovirus 2 (strain Williamson) (HPeV-2) (Echovirus 23)","Picornaviridae"
"182","hsa052156","hsa05215","Prostate cancer","2/11","97/8661",0.00639326595885676,0.025895492930501,0.00843712802246901,"1387/2033",2,"UP000000670",0.025895492930501,1.5867758176077,NA,"Not Found",TRUE,"Echovirus 23","HPE2W","Human parechovirus 2 (strain Williamson) (HPeV-2) (Echovirus 23)","Picornaviridae"
"183","hsa049359","hsa04935","Growth hormone synthesis, secretion and action","2/11","120/8661",0.00964907106063708,0.027452441819325,0.00894440460278759,"1387/2033",2,"UP000000670",0.027452441819325,1.56141902019406,NA,"Not Found",TRUE,"Echovirus 23","HPE2W","Human parechovirus 2 (strain Williamson) (HPeV-2) (Echovirus 23)","Picornaviridae"
"184","hsa0491910","hsa04919","Thyroid hormone signaling pathway","2/11","121/8661",0.00980444350690178,0.027452441819325,0.00894440460278759,"1387/2033",2,"UP000000670",0.027452441819325,1.56141902019406,NA,"Not Found",TRUE,"Echovirus 23","HPE2W","Human parechovirus 2 (strain Williamson) (HPeV-2) (Echovirus 23)","Picornaviridae"
"185","hsa051616","hsa05161","Hepatitis B","2/11","162/8661",0.0171182274886911,0.0418295415977283,0.0136286727010142,"1387/2033",2,"UP000000670",0.0418295415977283,1.37851689474684,NA,"Not Found",TRUE,"Echovirus 23","HPE2W","Human parechovirus 2 (strain Williamson) (HPeV-2) (Echovirus 23)","Picornaviridae"
"186","hsa0431031","hsa04310","Wnt signaling pathway","5/17","174/8661",1.57206821423136e-05,0.00174499571779681,0.00119146222552272,"4772/8607/5331/5530/5532",5,"UP000007070",0.00174499571779681,2.7582056344581,NA,"Not Found",TRUE,"Human rhinovirus A serotype 89","HRV8A","Human rhinovirus A serotype 89 (strain 41467-Gallo) (HRV-89)","Picornaviridae"
"187","hsa0402230","hsa04022","cGMP-PKG signaling pathway","4/17","166/8661",0.000254888424418186,0.00562037319265874,0.00383752365928335,"4772/5331/5530/5532",4,"UP000007070",0.00562037319265874,2.25023484632927,NA,"Not Found",TRUE,"Human rhinovirus A serotype 89","HRV8A","Human rhinovirus A serotype 89 (strain 41467-Gallo) (HRV-89)","Picornaviridae"
"188","hsa0492419","hsa04924","Renin secretion","3/17","69/8661",0.000303803956359932,0.00562037319265874,0.00383752365928335,"5331/5530/5532",3,"UP000007070",0.00562037319265874,2.25023484632927,NA,"Not Found",TRUE,"Human rhinovirus A serotype 89","HRV8A","Human rhinovirus A serotype 89 (strain 41467-Gallo) (HRV-89)","Picornaviridae"
"189","hsa0493321","hsa04933","AGE-RAGE signaling pathway in diabetic complications","3/17","100/8661",0.00090296661431017,0.00835244118236908,0.00570294703774844,"4772/5331/5590",3,"UP000007070",0.00835244118236908,2.07818657396729,NA,"Not Found",TRUE,"Human rhinovirus A serotype 89","HRV8A","Human rhinovirus A serotype 89 (strain 41467-Gallo) (HRV-89)","Picornaviridae"
"190","hsa0402033","hsa04020","Calcium signaling pathway","4/17","253/8661",0.00125323586970739,0.00869432384609504,0.00593638043545607,"4772/5331/5530/5532",4,"UP000007070",0.00869432384609504,2.06076418724701,NA,"Not Found",TRUE,"Human rhinovirus A serotype 89","HRV8A","Human rhinovirus A serotype 89 (strain 41467-Gallo) (HRV-89)","Picornaviridae"
"191","hsa0421820","hsa04218","Cellular senescence","3/17","156/8661",0.00323774540688353,0.0171137971506701,0.011685096205294,"4772/5530/5532",3,"UP000007070",0.0171137971506701,1.76665361999583,NA,"Not Found",TRUE,"Human rhinovirus A serotype 89","HRV8A","Human rhinovirus A serotype 89 (strain 41467-Gallo) (HRV-89)","Picornaviridae"
"192","hsa0436031","hsa04360","Axon guidance","3/17","182/8661",0.00499537391479794,0.0252039320246624,0.0172089436299259,"5590/5530/5532",3,"UP000007070",0.0252039320246624,1.59853170035329,NA,"Not Found",TRUE,"Human rhinovirus A serotype 89","HRV8A","Human rhinovirus A serotype 89 (strain 41467-Gallo) (HRV-89)","Picornaviridae"
"193","hsa0516631","hsa05166","Human T-cell leukemia virus 1 infection","3/17","222/8661",0.00866170152584381,0.0356092173840245,0.0243135481427195,"4772/5530/5532",3,"UP000007070",0.0356092173840245,1.44843757110347,NA,"Not Found",TRUE,"Human rhinovirus A serotype 89","HRV8A","Human rhinovirus A serotype 89 (strain 41467-Gallo) (HRV-89)","Picornaviridae"
"194","hsa0305028","hsa03050","Proteasome","6/46","46/8661",1.27904251819594e-07,1.21509039228614e-05,1.11747925273961e-05,"5700/5702/5705/5706/5701/5704",6,"UP000029742",1.21509039228614e-05,4.91539141308554,NA,"Not Found",NA,"Salivirus A","SALVA","Salivirus A (isolate Human/Nigeria/NG-J1/2007) (SV-A)","Picornaviridae"
"195","hsa0501753","hsa05017","Spinocerebellar ataxia","7/46","143/8661",9.02120707607161e-06,0.000428507336113401,0.000394084309112602,"10939/5700/5702/5705/5706/5701/5704",7,"UP000029742",0.000428507336113401,3.36804173848688,NA,"Not Found",NA,"Salivirus A","SALVA","Salivirus A (isolate Human/Nigeria/NG-J1/2007) (SV-A)","Picornaviridae"
"196","hsa0501480","hsa05014","Amyotrophic lateral sclerosis","10/46","364/8661",1.59780070927967e-05,0.000505970224605227,0.000465324417088464,"5700/5702/5705/5706/5701/7415/56893/513/4538/5704",10,"UP000029742",0.000505970224605227,3.29587503982054,NA,"Not Found",NA,"Salivirus A","SALVA","Salivirus A (isolate Human/Nigeria/NG-J1/2007) (SV-A)","Picornaviridae"
"197","hsa0516950","hsa05169","Epstein-Barr virus infection","7/46","202/8661",8.36903768556321e-05,0.00132509763354751,0.00121864934719605,"5700/5702/5705/5706/5701/5704/4793",7,"UP000029742",0.00132509763354751,2.87775212161486,NA,"Not Found",NA,"Salivirus A","SALVA","Salivirus A (isolate Human/Nigeria/NG-J1/2007) (SV-A)","Picornaviridae"
"198","hsa0502280","hsa05022","Pathways of neurodegeneration - multiple diseases","9/46","476/8661",0.00075479913274293,0.00868970483557495,0.00799163990418527,"5700/5702/5705/5706/5701/7415/513/4538/5704",9,"UP000029742",0.00868970483557495,2.06099497504249,NA,"Not Found",NA,"Salivirus A","SALVA","Salivirus A (isolate Human/Nigeria/NG-J1/2007) (SV-A)","Picornaviridae"
"199","hsa0501074","hsa05010","Alzheimer disease","8/46","384/8661",0.000823235194949206,0.00868970483557495,0.00799163990418527,"5700/5702/5705/5706/5701/513/4538/5704",8,"UP000029742",0.00868970483557495,2.06099497504249,NA,"Not Found",NA,"Salivirus A","SALVA","Salivirus A (isolate Human/Nigeria/NG-J1/2007) (SV-A)","Picornaviridae"
"200","hsa0481032","hsa04810","Regulation of actin cytoskeleton","7/31","229/8661",1.26105071241663e-05,0.00187896556150078,0.00142034132872189,"10788/2846/6655/3678/10095/324/5291",7,"UP000002472",0.00187896556150078,2.72608117976496,NA,"Not Found",TRUE,"Human respiratory syncytial virus B","HRSVB","Human respiratory syncytial virus B (strain B1)","Pneumoviridae"
"201","hsa0521023","hsa05210","Colorectal cancer","4/31","86/8661",0.000232381866603292,0.00692497962477809,0.0052347073108531,"6655/324/5291/1499",4,"UP000002472",0.00692497962477809,2.15958150007715,NA,"Not Found",TRUE,"Human respiratory syncytial virus B","HRSVB","Human respiratory syncytial virus B (strain B1)","Pneumoviridae"
"202","hsa0516544","hsa05165","Human papillomavirus infection","6/31","331/8661",0.000975178455729989,0.0242169316506281,0.0183059815373875,"1739/6655/3678/324/5291/1499",6,"UP000002472",0.0242169316506281,1.61588088396824,NA,"Not Found",TRUE,"Human respiratory syncytial virus B","HRSVB","Human respiratory syncytial virus B (strain B1)","Pneumoviridae"
"203","hsa0522429","hsa05224","Breast cancer","4/31","147/8661",0.00175486577242946,0.0343472768361908,0.0259636780040439,"6655/324/5291/1499",4,"UP000002472",0.0343472768361908,1.46410768951846,NA,"Not Found",TRUE,"Human respiratory syncytial virus B","HRSVB","Human respiratory syncytial virus B (strain B1)","Pneumoviridae"
"204","hsa0522629","hsa05226","Gastric cancer","4/31","149/8661",0.00184414909187601,0.0343472768361908,0.0259636780040439,"6655/324/5291/1499",4,"UP000002472",0.0343472768361908,1.46410768951846,NA,"Not Found",TRUE,"Human respiratory syncytial virus B","HRSVB","Human respiratory syncytial virus B (strain B1)","Pneumoviridae"
"205","hsa0522529","hsa05225","Hepatocellular carcinoma","4/31","168/8661",0.0028558112340318,0.0472795415411931,0.035739392051626,"6655/324/5291/1499",4,"UP000002472",0.0472795415411931,1.32532674335978,NA,"Not Found",TRUE,"Human respiratory syncytial virus B","HRSVB","Human respiratory syncytial virus B (strain B1)","Pneumoviridae"
"206","hsa0421827","hsa04218","Cellular senescence","7/47","156/8661",1.84639461508401e-05,0.00254802456881593,0.00252664526274653,"204851/28996/8878/85417/678/4773/3710",7,"UP000154903",0.00254802456881593,2.59379638871905,NA,"Not Found",TRUE,"Merkel cell polyomavirus","UP000154903","Merkel cell polyomavirus","Polyomaviridae"
"207","hsa0402051","hsa04020","Calcium signaling pathway","7/47","253/8661",0.000386759046421201,0.0266863742030629,0.0264624610709243,"84876/6261/4773/444/3710/5731/2250",7,"UP000154903",0.0266863742030629,1.57371042848188,NA,"Not Found",TRUE,"Merkel cell polyomavirus","UP000154903","Merkel cell polyomavirus","Polyomaviridae"
"208","hsa0124048","hsa01240","Biosynthesis of cofactors","4/21","153/8661",0.000443343699297252,0.00635459302326062,0.00482233497481222,"250/251/248/221264",4,"UP000118542",0.00635459302326062,2.19691225839273,NA,"Not Found",TRUE,"WU polyomavirus","POVWU","WU polyomavirus (WUPyV)","Polyomaviridae"
"209","hsa048108","hsa04810","Regulation of actin cytoskeleton","30/518","229/8661",3.82308382399471e-05,0.0119662523691034,0.0114692514719841,"4659/2245/730/55740/1730/200576/3695/3985/3682/8826/91807/340156/85366/81/87/8516/1729/81624/10163/8976/3687/6093/5293/5159/324/5594/54776/8874/5154/54961",30,"UP000152733",0.0119662523691034,1.92204184209624,NA,"Not Found",TRUE,"Cowpox virus","CWPXB","Cowpox virus (strain Brighton Red) (CPV)","Poxviridae"
"210","hsa003105","hsa00310","Lysine degradation","12/518","63/8661",0.000297957760217018,0.0466303894739634,0.0446936640325528,"7799/2146/84444/23067/80854/9757/55526/4297/79813/10919/84787/1738",12,"UP000152733",0.0466303894739634,1.33133095714498,NA,"Not Found",TRUE,"Cowpox virus","CWPXB","Cowpox virus (strain Brighton Red) (CPV)","Poxviridae"
"211","hsa0401056","hsa04010","MAPK signaling pathway","70/1101","301/8661",2.10844090159898e-07,6.91568615724464e-05,6.50287562282632e-05,"2249/2065/777/3312/1852/84451/356/8717/5532/4216/2316/2318/2317/9064/1847/80824/1848/1849/1846/1844/115727/7132/6885/673/4296/5598/7046/5058/10368/3556/23542/1616/6655/3727/3164/4791/6237/7157/59283/8911/7040/1647/27330/5979/9252/5921/100137049/27092/6196/6195/6197/6416/5609/1147/3551/773/1945/2323/1943/3265/3845/9048/9261/4294/55799/51701/5970/57551/84867/7424",70,"UP000000869",6.91568615724464e-05,4.16016472379452,NA,"Not Found",TRUE,"Molluscum contagiosum virus subtype 1","MCV1","Molluscum contagiosum virus subtype 1 (MOCV) (MCVI)","Poxviridae"
"212","hsa0451243","hsa04512","ECM-receptor interaction","28/1101","89/8661",2.7377808619247e-06,0.000448996061355651,0.000422194627654704,"1758/1285/2812/3915/1292/284217/1297/22801/3339/2811/3911/255743/7143/7450/341640/1834/3675/3908/1277/5649/1311/7058/7060/1287/3691/3685/3909/3678",28,"UP000000869",0.000448996061355651,3.3477574686604,NA,"Not Found",TRUE,"Molluscum contagiosum virus subtype 1","MCV1","Molluscum contagiosum virus subtype 1 (MOCV) (MCVI)","Poxviridae"
"213","hsa0516564","hsa05165","Human papillomavirus infection","68/1101","331/8661",2.9968335823182e-05,0.00327653805000123,0.00308095522673415,"23352/1285/1499/3134/3135/3107/3133/3105/54626/5986/3915/5590/356/8717/5934/148022/7132/1292/284217/1297/10207/1452/22801/3911/55502/5925/6655/7143/7157/7450/29110/3675/3908/7471/5933/5519/5518/8325/1277/5649/2308/1311/7058/7060/5610/1147/3551/7480/1287/6773/6908/3691/2535/3685/390992/3265/3845/90423/84441/23513/1108/5970/4799/4854/26508/3909/5728/3678",68,"UP000000869",0.00327653805000123,2.48458478427442,NA,"Not Found",TRUE,"Molluscum contagiosum virus subtype 1","MCV1","Molluscum contagiosum virus subtype 1 (MOCV) (MCVI)","Poxviridae"
"214","hsa0436048","hsa04360","Axon guidance","42/1101","182/8661",6.95811488162362e-05,0.00570565420293137,0.00536507279030453,"6586/10500/5590/55740/57715/5532/64221/54961/5058/2051/1630/5998/6608/6091/2044/6469/4776/2242/1949/6237/91653/10501/55558/6092/5170/3897/2049/5921/285220/5063/9475/6093/6585/1945/10509/6259/5361/1943/3265/3845/2050/56920",42,"UP000000869",0.00570565420293137,2.24369455274721,NA,"Not Found",TRUE,"Molluscum contagiosum virus subtype 1","MCV1","Molluscum contagiosum virus subtype 1 (MOCV) (MCVI)","Poxviridae"
"215","hsa0421830","hsa04218","Cellular senescence","37/1101","156/8661",0.000101376444196754,0.00665029473930708,0.0062533259262419,"1871/3134/3135/3107/3133/3105/678/1874/2626/891/5532/5934/7046/3709/5925/1875/4776/23411/6237/3710/7157/7040/1647/5933/677/5481/204851/2308/11200/28996/10114/147746/3265/3845/9261/5970/5728",37,"UP000000869",0.00665029473930708,2.17715910645358,NA,"Not Found",TRUE,"Molluscum contagiosum virus subtype 1","MCV1","Molluscum contagiosum virus subtype 1 (MOCV) (MCVI)","Poxviridae"
"216","hsa0452037","hsa04520","Adherens junction","24/1101","93/8661",0.000442174674970356,0.0241722155650461,0.0227293297835639,"1499/5795/8936/10810/7454/10163/8976/6885/10458/57493/7046/1500/5777/4301/10580/4008/9475/6093/1496/1495/25945/9855/51701/4089",24,"UP000000869",0.0241722155650461,1.61668354141793,NA,"Not Found",TRUE,"Molluscum contagiosum virus subtype 1","MCV1","Molluscum contagiosum virus subtype 1 (MOCV) (MCVI)","Poxviridae"
"217","hsa0031046","hsa00310","Lysine degradation","18/1101","63/8661",0.000611591207595904,0.0286574165844938,0.0269468005752782,"2146/4297/8985/29072/8085/9757/55904/23067/9739/84444/54904/51111/7799/93166/58508/9869/85007/55217",18,"UP000000869",0.0286574165844938,1.54276296305482,NA,"Not Found",TRUE,"Molluscum contagiosum virus subtype 1","MCV1","Molluscum contagiosum virus subtype 1 (MOCV) (MCVI)","Poxviridae"
"218","hsa0491942","hsa04919","Thyroid hormone signaling pathway","29/787","121/8661",8.17339285832717e-07,0.000210223818835681,0.000188504788819519,"4853/4854/9969/2648/2308/9611/595/54361/4855/9282/25942/4851/7157/89869/23439/10025/113026/5331/6257/5894/1827/8841/3066/3065/488/5595/4624/4625/478",29,"UP000000870",0.000210223818835681,3.67731807896973,NA,"Not Found",TRUE,"Orf virus","ORFSA","Orf virus (strain Goat/Texas/SA00/2000) (OV-SA00) (Orf virus-San Angelo 2000)","Poxviridae"
"219","hsa0433042","hsa04330","Notch signaling pathway","19/787","62/8661",1.29767789404741e-06,0.000210223818835681,0.000188504788819519,"4853/4854/23013/2648/7091/4855/9794/5986/4851/9253/388585/83464/23462/3066/3065/9541/1840/1856/1855",19,"UP000000870",0.000210223818835681,3.67731807896973,NA,"Not Found",TRUE,"Orf virus","ORFSA","Orf virus (strain Goat/Texas/SA00/2000) (OV-SA00) (Orf virus-San Angelo 2000)","Poxviridae"
"220","hsa0308339","hsa03083","Polycomb repressive complex","22/787","84/8661",3.66251894347044e-06,0.000395552045894808,0.000354686045051874,"3720/64319/80816/55252/3054/121536/80012/114785/63035/54880/84456/84108/26013/10600/3066/3065/84733/55777/85015/22992/221937/51460",22,"UP000000870",0.000395552045894808,3.40279636486463,0.00145314144445064,"Found",TRUE,"Orf virus","ORFSA","Orf virus (strain Goat/Texas/SA00/2000) (OV-SA00) (Orf virus-San Angelo 2000)","Poxviridae"
"221","hsa0402060","hsa04020","Calcium signaling pathway","42/787","253/8661",8.13911137620469e-05,0.0065926802147258,0.00591156510482236,"5159/2778/3270/778/6261/2065/57620/7423/5155/5154/4846/5021/5530/2906/7201/89869/776/113026/5331/7422/2321/8911/8912/4486/4485/7424/6263/219931/2250/2905/115/488/57172/56848/810/6869/2915/5137/2277/116444/114/773",42,"UP000000870",0.0065926802147258,2.18093798968148,NA,"Not Found",TRUE,"Orf virus","ORFSA","Orf virus (strain Goat/Texas/SA00/2000) (OV-SA00) (Orf virus-San Angelo 2000)","Poxviridae"
"222","hsa0401060","hsa04010","MAPK signaling pathway","45/787","301/8661",0.000535999978608945,0.0308727289815537,0.0276831487943756,"5159/3727/51701/59283/4293/23542/1616/778/2065/7423/5155/5154/4791/4216/6885/9448/9261/5598/1852/5530/7157/4790/3556/9344/776/7422/2321/10369/5970/6197/5894/8911/9693/8912/3654/9048/55970/7424/4294/2250/4214/5595/2277/773/3551",45,"UP000000870",0.0308727289815537,1.51042497954782,NA,"Not Found",TRUE,"Orf virus","ORFSA","Orf virus (strain Goat/Texas/SA00/2000) (OV-SA00) (Orf virus-San Angelo 2000)","Poxviridae"
"223","hsa0520247","hsa05202","Transcriptional misregulation in cancer","32/787","193/8661",0.000571717203362105,0.0308727289815537,0.0276831487943756,"4297/905/860/54738/2308/9611/64919/5154/79058/4066/1051/25942/7490/4613/7157/4790/7030/6935/2321/5970/6257/64332/4094/3066/3065/4300/6667/3207/5747/5218/1050/221037",32,"UP000000870",0.0308727289815537,1.51042497954782,NA,"Not Found",TRUE,"Orf virus","ORFSA","Orf virus (strain Goat/Texas/SA00/2000) (OV-SA00) (Orf virus-San Angelo 2000)","Poxviridae"
"224","hsa0308248","hsa03082","ATP-dependent chromatin remodeling","22/787","117/8661",0.000743763045688614,0.0344256038290158,0.030868962497753,"1107/57492/8289/29994/9031/29998/6599/6601/10847/8295/57634/115482686/2186/6597/6595/51773/6605/3066/3065/54556/83444/196528",22,"UP000000870",0.0344256038290158,1.46311843342951,NA,"Not Found",TRUE,"Orf virus","ORFSA","Orf virus (strain Goat/Texas/SA00/2000) (OV-SA00) (Orf virus-San Angelo 2000)","Poxviridae"
"225","hsa0406133","hsa04061","Viral protein interaction with cytokine and cytokine receptor","15/270","100/8661",4.06868147839261e-07,0.000113516213247154,0.000105785718438208,"1234/729230/1237/1230/7852/1233/57007/10803/1232/1524/3577/2833/3587/3579/8797",15,"UP000008596",0.000113516213247154,3.94494210480653,NA,"Not Found",TRUE,"Yaba monkey tumor virus","YMTV5","Yaba monkey tumor virus (strain VR587) (YMTV)","Poxviridae"
"226","hsa0406257","hsa04062","Chemokine signaling pathway","20/270","192/8661",2.05873018904145e-06,0.000287192861371283,0.000267634924575389,"1234/729230/1237/1230/7852/1233/10803/1232/1524/3577/2833/108/4792/5594/5294/2870/2868/2869/3579/3717",20,"UP000008596",0.000287192861371283,3.54182635936564,NA,"Not Found",TRUE,"Yaba monkey tumor virus","YMTV5","Yaba monkey tumor virus (strain VR587) (YMTV)","Poxviridae"
"227","hsa0406134","hsa04061","Viral protein interaction with cytokine and cytokine receptor","17/351","100/8661",4.48163440672948e-07,0.000125933926829098,0.000116994245565148,"10803/1234/729230/1232/1230/1233/1524/1237/3577/1236/7852/2833/8797/57007/3579/1235/27178",17,"UP000136581",0.000125933926829098,3.89985725440546,NA,"Not Found",TRUE,"Yaba-like disease virus","YLDV","Yaba-like disease virus (YLDV)","Poxviridae"
"228","hsa0406258","hsa04062","Chemokine signaling pathway","20/351","192/8661",9.61107761083562e-05,0.00675178202161202,0.00627249275654535,"10803/1234/729230/1232/1230/1233/1524/1237/5594/3577/1236/7852/2833/4792/3579/1235/2870/2868/2869/112",20,"UP000136581",0.00675178202161202,2.17058158716724,NA,"Not Found",TRUE,"Yaba-like disease virus","YLDV","Yaba-like disease virus (YLDV)","Poxviridae"
"229","hsa0031032","hsa00310","Lysine degradation","7/90","63/8661",3.56525687365387e-06,0.000545484301669042,0.000545484301669042,"7799/9739/8085/93166/7468/9757/55904",7,"UP000243571",0.000545484301669042,3.26321774332791,NA,"Not Found",TRUE,"Human torovirus","HUTV","Human torovirus (HuTV)","Tobaniviridae"
"230","hsa0124038","hsa01240","Biosynthesis of cofactors","5/26","153/8661",7.85396232029026e-05,0.00227764907288417,0.00202549554575907,"26289/203/122481/154807/4337",5,"UP000007138",0.00227764907288417,2.64251318870742,NA,"Not Found",TRUE,"Sagiyama virus","SAGV","Sagiyama virus (SAGV)","Togaviridae"
"231","hsa0402263","hsa04022","cGMP-PKG signaling pathway","4/32","166/8661",0.00307922975571826,0.0299617456275633,0.023654009705971,"146/477/478/476",4,"UP000006710",0.0299617456275633,1.5234328874234,NA,"Not Found",TRUE,"Sindbis virus","SINDV","Sindbis virus (SINV)","Togaviridae"
"232","hsa0491146","hsa04911","Insulin secretion","3/32","86/8661",0.00380850376121829,0.0299617456275633,0.023654009705971,"477/478/476",3,"UP000006710",0.0299617456275633,1.5234328874234,NA,"Not Found",TRUE,"Sindbis virus","SINDV","Sindbis virus (SINV)","Togaviridae"
