"","query_seqname","mismatches","count","Proteome ID","PLength"
"1","sp|D5SGZ8|AAP_AAV2S",2,5,"UP000180764",204
"3748","sp|P12927|NPH2_VACCW",1,5,"UP000000344",676
"3749","sp|P12927|NPH2_VACCW",2,14,"UP000000344",676
"3750","sp|P14356|M1_VACCW",1,1,"UP000000344",472
"3751","sp|P14356|M1_VACCW",2,6,"UP000000344",472
"3752","sp|P14357|N2_VACCW",2,2,"UP000000344",175
"3753","sp|P14357|N2_VACCW",3,1,"UP000000344",175
"3754","sp|P16272|DNLI_VACCW",0,3,"UP000000344",552
"3755","sp|P16272|DNLI_VACCW",1,1,"UP000000344",552
"3756","sp|P16272|DNLI_VACCW",2,1,"UP000000344",552
"3757","sp|P16710|A16_VACCW",2,1,"UP000000344",377
"3758","sp|P16712|A18_VACCW",0,1,"UP000000344",493
"3759","sp|P16712|A18_VACCW",1,2,"UP000000344",493
"3760","sp|P16712|A18_VACCW",2,2,"UP000000344",493
"3761","sp|P16713|G1_VACCW",2,1,"UP000000344",591
"3762","sp|P16715|P4A_VACCW",1,4,"UP000000344",891
"3763","sp|P16715|P4A_VACCW",2,13,"UP000000344",891
"3764","sp|P16913|B1_VACCW",2,15,"UP000000344",300
"3765","sp|P17356|V018_VACCW",2,1,"UP000000344",60
"3766","sp|P17357|IL18B_VACCW",1,1,"UP000000344",126
"3767","sp|P17357|IL18B_VACCW",2,2,"UP000000344",126
"3768","sp|P17360|Y15_VACCW",0,1,"UP000000344",137
"3769","sp|P17360|Y15_VACCW",1,1,"UP000000344",137
"3770","sp|P17361|N1_VACCW",2,3,"UP000000344",117
"3771","sp|P17368|C1_VACCW",1,1,"UP000000344",229
"3772","sp|P17368|C1_VACCW",2,7,"UP000000344",229
"3773","sp|P17368|C1_VACCW",3,2,"UP000000344",229
"3774","sp|P17369|V14_VACCW",2,7,"UP000000344",237
"3775","sp|P17371|C2_VACCW",2,7,"UP000000344",512
"3776","sp|P17372|C9L_VACCW",1,1,"UP000000344",634
"3777","sp|P17372|C9L_VACCW",2,8,"UP000000344",634
"3778","sp|P17373|B21_VACCW",2,3,"UP000000344",134
"3779","sp|P17374|DUT_VACCW",2,2,"UP000000344",147
"3780","sp|P18377|K4_VACCW",0,1,"UP000000344",424
"3781","sp|P18377|K4_VACCW",1,3,"UP000000344",424
"3782","sp|P18377|K4_VACCW",2,3,"UP000000344",424
"3783","sp|P18377|K4_VACCW",3,1,"UP000000344",424
"3784","sp|P18378|K3_VACCW",2,2,"UP000000344",88
"3785","sp|P18380|K5_VACCW",1,4,"UP000000344",134
"3786","sp|P18380|K5_VACCW",2,11,"UP000000344",134
"3787","sp|P18384|SPI3_VACCW",2,2,"UP000000344",369
"3788","sp|P20636|ETF2_VACCW",2,7,"UP000000344",710
"3789","sp|P21603|RP30_VACCW",1,3,"UP000000344",259
"3790","sp|P21603|RP30_VACCW",2,12,"UP000000344",259
"3791","sp|P21604|E2_VACCW",2,1,"UP000000344",737
"3792","sp|P21605|E3_VACCW",1,1,"UP000000344",190
"3793","sp|P21607|E6_VACCW",2,2,"UP000000344",567
"3794","sp|P23371|PAP1_VACCW",2,3,"UP000000344",479
"3795","sp|P23371|PAP1_VACCW",3,2,"UP000000344",479
"3796","sp|P23372|E8_VACCW",2,1,"UP000000344",273
"3797","sp|P24356|F1_VACCW",1,3,"UP000000344",226
"3798","sp|P24356|F1_VACCW",2,11,"UP000000344",226
"3799","sp|P24356|F1_VACCW",3,4,"UP000000344",226
"3800","sp|P24357|F3_VACCW",2,5,"UP000000344",480
"3801","sp|P24357|F3_VACCW",3,1,"UP000000344",480
"3802","sp|P24358|F5_VACCW",2,14,"UP000000344",322
"3803","sp|P24358|F5_VACCW",3,2,"UP000000344",322
"3804","sp|P24359|F7_VACCW",1,1,"UP000000344",80
"3805","sp|P24359|F7_VACCW",2,11,"UP000000344",80
"3806","sp|P24359|F7_VACCW",3,2,"UP000000344",80
"3807","sp|P24361|F9_VACCW",2,5,"UP000000344",212
"3808","sp|P24757|RP35_VACCW",1,1,"UP000000344",305
"3809","sp|P24757|RP35_VACCW",2,13,"UP000000344",305
"3810","sp|P24757|RP35_VACCW",3,2,"UP000000344",305
"3811","sp|P24758|A26_VACCW",1,6,"UP000000344",500
"3812","sp|P24758|A26_VACCW",2,17,"UP000000344",500
"3813","sp|P24759|ATI_VACCW",1,4,"UP000000344",725
"3814","sp|P24759|ATI_VACCW",2,11,"UP000000344",725
"3815","sp|P24761|A34_VACCW",2,3,"UP000000344",168
"3816","sp|P24764|SEMA_VACCW",2,5,"UP000000344",295
"3817","sp|P24764|SEMA_VACCW",3,4,"UP000000344",295
"3818","sp|P24765|A40_VACCW",2,1,"UP000000344",159
"3819","sp|P24768|KBTB1_VACCW",1,1,"UP000000344",564
"3820","sp|P24768|KBTB1_VACCW",2,5,"UP000000344",564
"3821","sp|P24769|B4_VACCW",1,1,"UP000000344",558
"3822","sp|P24769|B4_VACCW",2,4,"UP000000344",558
"3823","sp|P24770|B8_VACCW",2,5,"UP000000344",272
"3824","sp|P24771|B9_VACCW",1,1,"UP000000344",77
"3825","sp|P24771|B9_VACCW",2,7,"UP000000344",77
"3826","sp|P24771|B9_VACCW",3,1,"UP000000344",77
"3827","sp|P24772|B14_VACCW",2,5,"UP000000344",149
"3828","sp|P25212|IL1BP_VACCW",2,4,"UP000000344",326
"3829","sp|P25213|B18_VACCW",2,9,"UP000000344",351
"3830","sp|P26669|SODL_VACCW",0,1,"UP000000344",125
"3831","sp|P26669|SODL_VACCW",1,3,"UP000000344",125
"3832","sp|P26669|SODL_VACCW",2,4,"UP000000344",125
"3833","sp|P26670|3BHS_VACCW",1,45,"UP000000344",346
"3834","sp|P26670|3BHS_VACCW",2,282,"UP000000344",346
"3835","sp|P26670|3BHS_VACCW",3,12,"UP000000344",346
"3836","sp|P26671|A43_VACCW",2,1,"UP000000344",194
"3837","sp|P26671|A43_VACCW",3,1,"UP000000344",194
"3838","sp|P26672|A46_VACCW",2,2,"UP000000344",240
"3839","sp|P26673|A47_VACCW",2,1,"UP000000344",252
"3840","sp|P29191|A4_VACCW",2,7,"UP000000344",281
"3841","sp|P29192|A6_VACCW",2,3,"UP000000344",371
"3842","sp|P31037|A49_VACCW",1,1,"UP000000344",162
"3843","sp|P31037|A49_VACCW",2,9,"UP000000344",162
"3844","sp|P68317|RP07_VACCW",1,2,"UP000000344",63
"3845","sp|P68317|RP07_VACCW",2,7,"UP000000344",63
"3846","sp|P68319|VLTF3_VACCW",1,1,"UP000000344",224
"3847","sp|P68319|VLTF3_VACCW",2,3,"UP000000344",224
"3848","sp|P68438|RAP94_VACCW",2,8,"UP000000344",795
"3849","sp|P68438|RAP94_VACCW",3,2,"UP000000344",795
"3850","sp|P68440|D13_VACCW",2,7,"UP000000344",551
"3851","sp|P68442|B6_VACCW",2,10,"UP000000344",173
"3852","sp|P68444|B7_VACCW",2,1,"UP000000344",182
"3853","sp|P68446|E7_VACCW",2,8,"UP000000344",166
"3854","sp|P68446|E7_VACCW",3,1,"UP000000344",166
"3855","sp|P68448|E11_VACCW",2,6,"UP000000344",129
"3856","sp|P68462|I6_VACCW",2,5,"UP000000344",382
"3857","sp|P68464|K6_VACCW",2,10,"UP000000344",81
"3858","sp|P68472|YVBA_VACCW",2,3,"UP000000344",107
"3859","sp|P68476|YVBE_VACCW",2,2,"UP000000344",91
"3860","sp|P68563|KITH_VACCW",2,2,"UP000000344",177
"3861","sp|P68593|A17_VACCW",2,2,"UP000000344",203
"3862","sp|P68596|A30_VACCW",2,2,"UP000000344",77
"3863","sp|P68603|F6_VACCW",2,10,"UP000000344",74
"3864","sp|P68611|RP19_VACCW",1,1,"UP000000344",164
"3865","sp|P68611|RP19_VACCW",2,2,"UP000000344",164
"3866","sp|P68611|RP19_VACCW",3,1,"UP000000344",164
"3867","sp|P68613|VLTF1_VACCW",1,1,"UP000000344",260
"3868","sp|P68613|VLTF1_VACCW",2,16,"UP000000344",260
"3869","sp|P68613|VLTF1_VACCW",3,1,"UP000000344",260
"3870","sp|P68615|A32_VACCW",2,3,"UP000000344",270
"3871","sp|P68617|A33_VACCW",1,2,"UP000000344",185
"3872","sp|P68617|A33_VACCW",2,4,"UP000000344",185
"3873","sp|P68619|A36_VACCW",1,2,"UP000000344",221
"3874","sp|P68619|A36_VACCW",2,1,"UP000000344",221
"3875","sp|P68629|YVAS_VACCW",2,1,"UP000000344",67
"3876","sp|P68633|A28_VACCW",2,8,"UP000000344",146
"3877","sp|P68692|GLRX1_VACCW",1,2,"UP000000344",108
"3878","sp|P68692|GLRX1_VACCW",2,2,"UP000000344",108
"3879","sp|P68698|TOP1_VACCW",2,2,"UP000000344",314
"3880","sp|P68707|F14_VACCW",2,1,"UP000000344",73
"3881","sp|P68710|A20_VACCW",2,5,"UP000000344",426
"3882","sp|P68712|A21_VACCW",2,1,"UP000000344",117
"3883","sp|P68716|G7_VACCW",2,3,"UP000000344",371
"3884","sp|P68718|A15_VACCW",2,3,"UP000000344",94
"3885","sp|P68720|VTF3S_VACCW",2,4,"UP000000344",288
"3886","sp|P68720|VTF3S_VACCW",3,1,"UP000000344",288
"3887","sp|Q01219|A51_VACCW",1,2,"UP000000344",334
"3888","sp|Q01219|A51_VACCW",2,22,"UP000000344",334
"3889","sp|Q01219|A51_VACCW",3,7,"UP000000344",334
"3890","sp|Q01221|B17_VACCW",1,1,"UP000000344",340
"3891","sp|Q01221|B17_VACCW",2,1,"UP000000344",340
"3892","sp|Q01222|B19_VACCW",1,6,"UP000000344",574
"3893","sp|Q01222|B19_VACCW",2,14,"UP000000344",574
"3894","sp|Q01223|VA203_VACCW",2,2,"UP000000344",309
"3895","sp|Q01225|POXIN_VACCW",1,2,"UP000000344",219
"3896","sp|Q01225|POXIN_VACCW",2,13,"UP000000344",219
"3897","sp|Q01226|SLFN_VACCW",2,2,"UP000000344",167
"3898","sp|Q01226|SLFN_VACCW",3,2,"UP000000344",167
"3899","sp|Q01227|B5_VACCW",0,1,"UP000000344",317
"3900","sp|Q01227|B5_VACCW",1,3,"UP000000344",317
"3901","sp|Q01227|B5_VACCW",2,9,"UP000000344",317
"3902","sp|Q01227|B5_VACCW",3,3,"UP000000344",317
"3903","sp|Q01229|B11_VACCW",2,1,"UP000000344",72
"3904","sp|Q01232|A35_VACCW",2,3,"UP000000344",176
"3905","sp|Q76ZJ3|C22L_VACCW",2,8,"UP000000344",122
"3906","sp|Q76ZN8|SEMA2_VACCW",2,4,"UP000000344",142
"3907","sp|Q76ZP7|RP132_VACCW",2,18,"UP000000344",1164
"3908","sp|Q76ZP7|RP132_VACCW",3,2,"UP000000344",1164
"3909","sp|Q76ZQ3|A14_VACCW",2,2,"UP000000344",90
"3910","sp|Q76ZQ3|A14_VACCW",3,1,"UP000000344",90
"3911","sp|Q805K3|P28B_VACCW",2,6,"UP000000344",62
"3912","sp|Q805K3|P28B_VACCW",3,1,"UP000000344",62
"3913","sp|Q805P9|VA003_VACCW",2,2,"UP000000344",72
"3914","sp|Q80HT9|KTHY_VACCW",2,1,"UP000000344",204
"3915","sp|Q80HU9|ATI4_VACCW",1,1,"UP000000344",227
"3916","sp|Q80HU9|ATI4_VACCW",2,3,"UP000000344",227
"3917","sp|Q80HV0|ATI2_VACCW",2,3,"UP000000344",154
"3918","sp|Q80HV2|VITF3_VACCW",2,13,"UP000000344",382
"3919","sp|Q80HV3|RUVV_VACCW",2,3,"UP000000344",187
"3920","sp|Q80HV7|A12_VACCW",2,13,"UP000000344",192
"3921","sp|Q80HV7|A12_VACCW",3,2,"UP000000344",192
"3922","sp|Q80HV8|A11_VACCW",1,4,"UP000000344",318
"3923","sp|Q80HV8|A11_VACCW",2,14,"UP000000344",318
"3924","sp|Q80HW9|G6_VACCW",2,7,"UP000000344",165
"3925","sp|Q80HW9|G6_VACCW",3,2,"UP000000344",165
"3926","sp|Q80HX0|G5_VACCW",2,1,"UP000000344",434
"3927","sp|Q80HX1|O1_VACCW",2,11,"UP000000344",666
"3928","sp|Q80HX1|O1_VACCW",3,3,"UP000000344",666
"3929","sp|Q80HX3|F16_VACCW",3,1,"UP000000344",231
"3930","sp|Q80HX6|F12_VACCW",2,12,"UP000000344",635
"3931","sp|Q80HX6|F12_VACCW",3,2,"UP000000344",635
"3932","sp|Q80HX7|F11_VACCW",1,1,"UP000000344",348
"3933","sp|Q80HX7|F11_VACCW",2,3,"UP000000344",348
"3934","sp|Q80HY2|M2_VACCW",2,1,"UP000000344",220
"3935","sp|Q85320|A9_VACCW",1,2,"UP000000344",108
"3936","sp|Q85320|A9_VACCW",2,7,"UP000000344",108
"3937","sp|Q89121|VPK2_VACCW",2,5,"UP000000344",439
"3938","sp|P09245|MCP_VZVD",1,5,"UP000002602",1396
"3939","sp|P09245|MCP_VZVD",2,36,"UP000002602",1396
"3940","sp|P09246|DNBI_VZVD",1,9,"UP000002602",1204
"3941","sp|P09246|DNBI_VZVD",2,50,"UP000002602",1204
"3942","sp|P09246|DNBI_VZVD",3,1,"UP000002602",1204
"3943","sp|P09247|RIR2_VZVD",1,2,"UP000002602",306
"3944","sp|P09247|RIR2_VZVD",2,3,"UP000002602",306
"3945","sp|P09248|RIR1_VZVD",1,2,"UP000002602",775
"3946","sp|P09248|RIR1_VZVD",2,19,"UP000002602",775
"3947","sp|P09249|TYSY_VZVD",2,12,"UP000002602",301
"3948","sp|P09249|TYSY_VZVD",3,1,"UP000002602",301
"3949","sp|P09250|KITH_VZVD",2,7,"UP000002602",341
"3950","sp|P09250|KITH_VZVD",3,2,"UP000002602",341
"3951","sp|P09251|US03_VZVD",1,2,"UP000002602",393
"3952","sp|P09251|US03_VZVD",2,26,"UP000002602",393
"3953","sp|P09251|US03_VZVD",3,3,"UP000002602",393
"3954","sp|P09252|DPOL_VZVD",1,4,"UP000002602",1194
"3955","sp|P09252|DPOL_VZVD",2,26,"UP000002602",1194
"3956","sp|P09252|DPOL_VZVD",3,3,"UP000002602",1194
"3957","sp|P09253|AN_VZVD",2,16,"UP000002602",551
"3958","sp|P09254|DUT_VZVD",1,2,"UP000002602",396
"3959","sp|P09254|DUT_VZVD",2,18,"UP000002602",396
"3960","sp|P09254|DUT_VZVD",3,2,"UP000002602",396
"3961","sp|P09255|ICP22_VZVD",1,1,"UP000002602",278
"3962","sp|P09255|ICP22_VZVD",2,10,"UP000002602",278
"3963","sp|P09256|GC_VZVD",1,3,"UP000002602",591
"3964","sp|P09256|GC_VZVD",2,23,"UP000002602",591
"3965","sp|P09257|GB_VZVD",0,1,"UP000002602",931
"3966","sp|P09257|GB_VZVD",1,6,"UP000002602",931
"3967","sp|P09257|GB_VZVD",2,13,"UP000002602",931
"3968","sp|P09258|GI_VZVD",1,1,"UP000002602",354
"3969","sp|P09258|GI_VZVD",2,3,"UP000002602",354
"3970","sp|P09259|GE_VZVD",1,2,"UP000002602",623
"3971","sp|P09259|GE_VZVD",2,17,"UP000002602",623
"3972","sp|P09259|GE_VZVD",3,1,"UP000002602",623
"3973","sp|P09260|GH_VZVD",1,6,"UP000002602",841
"3974","sp|P09260|GH_VZVD",2,22,"UP000002602",841
"3975","sp|P09261|GK_VZVD",2,3,"UP000002602",340
"3976","sp|P09263|TEG5_VZVD",0,6,"UP000002602",819
"3977","sp|P09263|TEG5_VZVD",1,45,"UP000002602",819
"3978","sp|P09263|TEG5_VZVD",2,44,"UP000002602",819
"3979","sp|P09264|TEG1_VZVD",1,1,"UP000002602",661
"3980","sp|P09264|TEG1_VZVD",2,10,"UP000002602",661
"3981","sp|P09267|ORF2_VZVD",1,1,"UP000002602",238
"3982","sp|P09267|ORF2_VZVD",2,8,"UP000002602",238
"3983","sp|P09268|TEG6_VZVD",1,2,"UP000002602",179
"3984","sp|P09268|TEG6_VZVD",2,8,"UP000002602",179
"3985","sp|P09269|ICP27_VZVD",2,3,"UP000002602",452
"3986","sp|P09270|PRIM_VZVD",1,4,"UP000002602",1083
"3987","sp|P09270|PRIM_VZVD",2,32,"UP000002602",1083
"3988","sp|P09270|PRIM_VZVD",3,1,"UP000002602",1083
"3989","sp|P09271|TEG7_VZVD",1,1,"UP000002602",259
"3990","sp|P09271|TEG7_VZVD",2,5,"UP000002602",259
"3991","sp|P09272|VP22_VZVD",1,2,"UP000002602",302
"3992","sp|P09272|VP22_VZVD",2,4,"UP000002602",302
"3993","sp|P09273|MB43_VZVD",0,1,"UP000002602",406
"3994","sp|P09273|MB43_VZVD",1,4,"UP000002602",406
"3995","sp|P09273|MB43_VZVD",2,13,"UP000002602",406
"3996","sp|P09274|PAP_VZVD",2,3,"UP000002602",408
"3997","sp|P09274|PAP_VZVD",3,1,"UP000002602",408
"3998","sp|P09275|SHUT_VZVD",2,5,"UP000002602",455
"3999","sp|P09276|TRX1_VZVD",1,5,"UP000002602",483
"4000","sp|P09276|TRX1_VZVD",2,16,"UP000002602",483
"4001","sp|P09277|ITP_VZVD",1,2,"UP000002602",1038
"4002","sp|P09277|ITP_VZVD",2,15,"UP000002602",1038
"4003","sp|P09278|LTP_VZVD",1,20,"UP000002602",2763
"4004","sp|P09278|LTP_VZVD",2,72,"UP000002602",2763
"4005","sp|P09278|LTP_VZVD",3,5,"UP000002602",2763
"4006","sp|P09280|NEC2_VZVD",1,1,"UP000002602",269
"4007","sp|P09280|NEC2_VZVD",2,2,"UP000002602",269
"4008","sp|P09281|TRM2_VZVD",1,1,"UP000002602",156
"4009","sp|P09281|TRM2_VZVD",2,2,"UP000002602",156
"4010","sp|P09282|UL32_VZVD",1,7,"UP000002602",585
"4011","sp|P09282|UL32_VZVD",2,21,"UP000002602",585
"4012","sp|P09282|UL32_VZVD",3,1,"UP000002602",585
"4013","sp|P09283|NEC1_VZVD",2,6,"UP000002602",333
"4014","sp|P09284|TRM1_VZVD",1,3,"UP000002602",770
"4015","sp|P09284|TRM1_VZVD",2,25,"UP000002602",770
"4016","sp|P09285|ORF32_VZVD",1,2,"UP000002602",143
"4017","sp|P09285|ORF32_VZVD",2,13,"UP000002602",143
"4018","sp|P09286|SCAF_VZVD",1,3,"UP000002602",605
"4019","sp|P09286|SCAF_VZVD",2,14,"UP000002602",605
"4020","sp|P09286|SCAF_VZVD",3,3,"UP000002602",605
"4021","sp|P09287|CVC2_VZVD",1,4,"UP000002602",579
"4022","sp|P09287|CVC2_VZVD",2,10,"UP000002602",579
"4023","sp|P09289|TEG4_VZVD",1,1,"UP000002602",541
"4024","sp|P09289|TEG4_VZVD",2,5,"UP000002602",541
"4025","sp|P09289|TEG4_VZVD",3,1,"UP000002602",541
"4026","sp|P09291|TRX2_VZVD",1,6,"UP000002602",316
"4027","sp|P09291|TRX2_VZVD",2,6,"UP000002602",316
"4028","sp|P09292|CVC1_VZVD",1,2,"UP000002602",676
"4029","sp|P09292|CVC1_VZVD",2,5,"UP000002602",676
"4030","sp|P09292|CVC1_VZVD",3,1,"UP000002602",676
"4031","sp|P09293|CEP2_VZVD",1,1,"UP000002602",363
"4032","sp|P09293|CEP2_VZVD",2,18,"UP000002602",363
"4033","sp|P09293|CEP2_VZVD",3,4,"UP000002602",363
"4034","sp|P09294|TRM3_VZVD",1,1,"UP000002602",747
"4035","sp|P09294|TRM3_VZVD",2,12,"UP000002602",747
"4036","sp|P09296|UL13_VZVD",2,9,"UP000002602",510
"4037","sp|P09298|GM_VZVD",2,4,"UP000002602",435
"4038","sp|P09300|HEPA_VZVD",1,1,"UP000002602",771
"4039","sp|P09300|HEPA_VZVD",2,16,"UP000002602",771
"4040","sp|P09300|HEPA_VZVD",3,2,"UP000002602",771
"4041","sp|P09301|CEP1_VZVD",1,1,"UP000002602",331
"4042","sp|P09301|CEP1_VZVD",2,6,"UP000002602",331
"4043","sp|P09302|PORTL_VZVD",1,5,"UP000002602",769
"4044","sp|P09302|PORTL_VZVD",2,16,"UP000002602",769
"4045","sp|P09302|PORTL_VZVD",3,1,"UP000002602",769
"4046","sp|P09303|HELI_VZVD",1,3,"UP000002602",881
"4047","sp|P09303|HELI_VZVD",2,35,"UP000002602",881
"4048","sp|P09304|NP04_VZVD",1,2,"UP000002602",244
"4049","sp|P09304|NP04_VZVD",2,10,"UP000002602",244
"4050","sp|P09305|ORF57_VZVD",2,7,"UP000002602",71
"4051","sp|P09305|ORF57_VZVD",3,1,"UP000002602",71
"4052","sp|P09306|NP03_VZVD",1,1,"UP000002602",221
"4053","sp|P09306|NP03_VZVD",2,8,"UP000002602",221
"4054","sp|P09307|UNG_VZVD",2,9,"UP000002602",305
"4055","sp|P09308|GL_VZVD",2,2,"UP000002602",159
"4056","sp|P09310|ICP4_VZVD",1,7,"UP000002602",1310
"4057","sp|P09310|ICP4_VZVD",2,38,"UP000002602",1310
"4058","sp|P09310|ICP4_VZVD",3,1,"UP000002602",1310
"4059","sp|P09311|US10_VZVD",2,3,"UP000002602",180
"4060","sp|P09312|US9_VZVD",2,3,"UP000002602",102
"4061","sp|Q65ZG0|GN_VZVD",1,3,"UP000002602",87
"4062","sp|Q65ZG0|GN_VZVD",2,4,"UP000002602",87
"4063","sp|P0DOK9|A12_VAR67",2,7,"UP000002060",189
"4064","sp|P0DOL1|P4A_VAR67",1,4,"UP000002060",892
"4065","sp|P0DOL1|P4A_VAR67",2,13,"UP000002060",892
"4066","sp|P0DOL3|I7_VAR67",2,2,"UP000002060",423
"4067","sp|P0DOL7|M2_VAR67",2,1,"UP000002060",220
"4068","sp|P0DOL9|I6_VAR67",2,5,"UP000002060",382
"4069","sp|P0DOM1|PAP1_VAR67",3,2,"UP000002060",479
"4070","sp|P0DOM3|G3_VAR67",2,2,"UP000002060",111
"4071","sp|P0DOM5|P4B_VAR67",1,1,"UP000002060",644
"4072","sp|P0DOM5|P4B_VAR67",2,17,"UP000002060",644
"4073","sp|P0DOM5|P4B_VAR67",3,2,"UP000002060",644
"4074","sp|P0DOM7|KITH_VAR67",2,2,"UP000002060",177
"4075","sp|P0DOM9|L2_VAR67",2,7,"UP000002060",87
"4076","sp|P0DON1|A33_VAR67",2,5,"UP000002060",184
"4077","sp|P0DON5|F17_VAR67",2,3,"UP000002060",101
"4078","sp|P0DON5|F17_VAR67",3,1,"UP000002060",101
"4079","sp|P0DON7|H7_VAR67",1,2,"UP000002060",146
"4080","sp|P0DON7|H7_VAR67",2,8,"UP000002060",146
"4081","sp|P0DON9|ETF1_VAR67",1,3,"UP000002060",637
"4082","sp|P0DON9|ETF1_VAR67",2,1,"UP000002060",637
"4083","sp|P0DON9|ETF1_VAR67",3,1,"UP000002060",637
"4084","sp|P0DOO1|RP147_VAR67",1,8,"UP000002060",1286
"4085","sp|P0DOO1|RP147_VAR67",2,40,"UP000002060",1286
"4086","sp|P0DOO3|DNLI_VAR67",0,3,"UP000002060",552
"4087","sp|P0DOO3|DNLI_VAR67",1,1,"UP000002060",552
"4088","sp|P0DOO3|DNLI_VAR67",2,1,"UP000002060",552
"4089","sp|P0DOO5|DPOL_VAR67",1,4,"UP000002060",1005
"4090","sp|P0DOO5|DPOL_VAR67",2,20,"UP000002060",1005
"4091","sp|P0DOO5|DPOL_VAR67",3,1,"UP000002060",1005
"4092","sp|P0DOO7|A15_VAR67",2,8,"UP000002060",94
"4093","sp|P0DOO9|A47_VAR67",2,1,"UP000002060",244
"4094","sp|P0DOP1|A4_VAR67",2,10,"UP000002060",271
"4095","sp|P0DOP3|I3_VAR67",2,1,"UP000002060",269
"4096","sp|P0DOP5|F11_VAR67",1,1,"UP000002060",354
"4097","sp|P0DOP5|F11_VAR67",2,3,"UP000002060",354
"4098","sp|P0DOP9|VGF_VAR67",2,5,"UP000002060",140
"4099","sp|P0DOQ1|F7_VAR67",2,7,"UP000002060",79
"4100","sp|P0DOQ1|F7_VAR67",3,1,"UP000002060",79
"4101","sp|P0DOQ3|NTP1_VAR67",1,3,"UP000002060",631
"4102","sp|P0DOQ3|NTP1_VAR67",2,4,"UP000002060",631
"4103","sp|P0DOQ5|DUSP_VAR67",1,1,"UP000002060",171
"4104","sp|P0DOQ5|DUSP_VAR67",2,9,"UP000002060",171
"4105","sp|P0DOQ7|A11_VAR67",1,4,"UP000002060",319
"4106","sp|P0DOQ7|A11_VAR67",2,14,"UP000002060",319
"4107","sp|P0DOQ9|GLRX1_VAR67",1,2,"UP000002060",108
"4108","sp|P0DOQ9|GLRX1_VAR67",2,2,"UP000002060",108
"4109","sp|P0DOR5|A17_VAR67",2,2,"UP000002060",203
"4110","sp|P0DOR7|F15_VAR67",2,2,"UP000002060",161
"4111","sp|P0DOR9|F6_VAR67",1,3,"UP000002060",72
"4112","sp|P0DOR9|F6_VAR67",2,7,"UP000002060",72
"4113","sp|P0DOS2|D2_VAR67",2,1,"UP000002060",146
"4114","sp|P0DOS3|A31_VAR67",1,1,"UP000002060",140
"4115","sp|P0DOS3|A31_VAR67",2,2,"UP000002060",140
"4116","sp|P0DOS3|A31_VAR67",3,1,"UP000002060",140
"4117","sp|P0DOS5|RUVV_VAR67",2,3,"UP000002060",187
"4118","sp|P0DOS7|G9_VAR67",2,4,"UP000002060",340
"4119","sp|P0DOS9|G1_VAR67",2,1,"UP000002060",591
"4120","sp|P0DOT1|B17_VAR67",2,4,"UP000002060",340
"4121","sp|P0DOT3|SPI1_VAR67",2,1,"UP000002060",372
"4122","sp|P0DOT5|VLTF3_VAR67",1,1,"UP000002060",224
"4123","sp|P0DOT5|VLTF3_VAR67",2,3,"UP000002060",224
"4124","sp|P0DOT9|A30_VAR67",2,2,"UP000002060",77
"4125","sp|P0DOU3|G6_VAR67",2,3,"UP000002060",165
"4126","sp|P0DOU3|G6_VAR67",3,1,"UP000002060",165
"4127","sp|P0DOU7|ETF2_VAR67",2,7,"UP000002060",710
"4128","sp|P0DSP6|D13_VAR67",2,7,"UP000002060",551
"4129","sp|P0DSP7|UNG_VAR67",2,16,"UP000002060",218
"4130","sp|P0DSP7|UNG_VAR67",3,2,"UP000002060",218
"4131","sp|P0DSQ1|N2_VAR67",2,2,"UP000002060",177
"4132","sp|P0DSQ1|N2_VAR67",3,1,"UP000002060",177
"4133","sp|P0DSQ3|A14_VAR67",3,1,"UP000002060",90
"4134","sp|P0DSQ5|MCES_VAR67",2,1,"UP000002060",287
"4135","sp|P0DSQ7|A49_VAR67",1,1,"UP000002060",162
"4136","sp|P0DSQ7|A49_VAR67",2,9,"UP000002060",162
"4137","sp|P0DSQ9|D3_VAR67",2,5,"UP000002060",237
"4138","sp|P0DSR1|A6_VAR67",2,7,"UP000002060",372
"4139","sp|P0DSR3|RAP94_VAR67",1,2,"UP000002060",795
"4140","sp|P0DSR3|RAP94_VAR67",2,9,"UP000002060",795
"4141","sp|P0DSR3|RAP94_VAR67",3,1,"UP000002060",795
"4142","sp|P0DSR5|VB18_VAR67",1,6,"UP000002060",574
"4143","sp|P0DSR5|VB18_VAR67",2,4,"UP000002060",574
"4144","sp|P0DSR7|A21_VAR67",2,1,"UP000002060",117
"4145","sp|P0DSR9|VITF3_VAR67",2,13,"UP000002060",382
"4146","sp|P0DSS5|G5_VAR67",2,1,"UP000002060",434
"4147","sp|P0DSS7|RIR2_VAR67",0,8,"UP000002060",319
"4148","sp|P0DSS7|RIR2_VAR67",1,1,"UP000002060",319
"4149","sp|P0DSS9|VB04_VAR67",1,1,"UP000002060",558
"4150","sp|P0DSS9|VB04_VAR67",2,7,"UP000002060",558
"4151","sp|P0DST1|SANS_VAR67",1,1,"UP000002060",354
"4152","sp|P0DST1|SANS_VAR67",2,12,"UP000002060",354
"4153","sp|P0DST3|RP132_VAR67",2,17,"UP000002060",1164
"4154","sp|P0DST3|RP132_VAR67",3,2,"UP000002060",1164
"4155","sp|P0DST7|D5_VAR67",1,2,"UP000002060",785
"4156","sp|P0DST7|D5_VAR67",2,12,"UP000002060",785
